"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред","Број одељења - пети разред","Број комбинованих одељења - пети разред","Број специјалних одељења - пети разред","Број ученика - пети разред","Број девојчица - пети разред","Број ИОП-а 1 - пети разред","Број ИОП-а 2 - пети разред","Број ИОП-а 3 - пети разред","Број одељења - шести разред","Број комбинованих одељења - шести разред","Број специјалних одељења - шести разред","Број ученика - шести разред","Број девојчица - шести разред","Број ИОП-а 1 - шести разред","Број ИОП-а 2 - шести разред","Број ИОП-а 3 - шести разред","Број одељења - седми разред","Број комбинованих одељења - седми разред","Број специјалних одељења - седми разред","Број ученика - седми разред","Број девојчица - седми разред","Број ИОП-а 1 - седми разред","Број ИОП-а 2 - седми разред","Број ИОП-а 3 - седми разред","Број одељења - осми разред","Број комбинованих одељења - осми разред","Број специјалних одељења - осми разред","Број ученика - осми разред","Број девојчица - осми разред","Број ИОП-а 1 - осми разред","Број ИОП-а 2 - осми разред","Број ИОП-а 3 - осми разред"
"69.","71","Државно","Град Београд","Београд - Лазаревац","Дуле Караклајић","Основно редовно образовање","Основно образовање","8","Српски језик","7","2","1","137","62","1","4","0","8","1","1","156","71","4","9","0","8","2","1","170","76","2","5","0","7","1","1","143","64","3","5","0","6","1","1","139","72","6","3","0","7","0","1","161","74","5","6","0","7","1","1","152","82","4","2","0","7","0","1","157","76","5","4","0"
"70.","72","Државно","Град Београд","Београд - Лазаревац","Михаило Младеновић Сеља","Основно редовно образовање","Основно образовање","8","Српски језик","4","2","0","26","14","0","1","0","3","2","0","25","10","0","0","0","4","1","0","37","19","2","0","0","4","3","0","32","15","3","0","0","2","0","0","47","24","2","0","0","2","0","0","42","23","2","0","0","2","0","0","46","25","2","1","0","2","0","0","45","17","1","0","0"
"71.","73","Државно","Град Београд","Београд - Лазаревац","Диша Ђурђевић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","19","10","0","0","0","3","1","0","21","9","0","0","0","3","1","0","19","8","0","0","0","3","1","0","25","12","1","0","1","1","0","0","25","11","0","0","0","1","0","0","17","11","2","0","0","1","0","0","18","7","1","2","0","1","0","0","10","5","0","1","0"
"72.","74","Државно","Град Београд","Београд - Лазаревац","Војислав Вока Савић","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","92","43","0","0","0","6","1","0","116","57","0","0","0","6","2","0","103","55","0","0","0","6","2","0","110","53","0","1","0","5","0","0","120","65","0","0","0","4","0","0","105","49","0","0","0","5","0","0","125","54","0","1","0","5","0","0","119","63","3","0","0"
"73.","75","Државно","Град Београд","Београд - Лазаревац","Милорад Лабудовић Лабуд","Функционално образовање одраслих","Функционално образовање одраслих","6","Српски језик","4","0","0","62","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74.","75","Државно","Град Београд","Београд - Лазаревац","Милорад Лабудовић Лабуд","Основно редовно образовање","Основно образовање","8","Српски језик","3","2","0","14","8","0","0","0","3","2","0","17","7","0","0","0","3","2","0","19","9","0","0","0","3","2","0","14","5","0","0","0","1","0","0","20","12","0","0","0","1","0","0","10","3","0","0","0","1","0","0","15","6","0","0","0","1","0","0","12","7","0","1","0"
"75.","76","Државно","Град Београд","Београд - Младеновац","Бора Лазић","Основно редовно образовање","Основно образовање","8","Српски језик","3","2","0","27","14","2","0","0","3","2","0","15","5","0","0","0","3","2","0","19","11","0","3","0","3","2","0","26","15","0","2","0","1","0","0","13","4","0","0","0","1","0","0","14","6","0","0","0","1","0","0","15","7","0","0","0","1","0","0","18","7","0","0","1"
"76.","77","Државно","Град Београд","Београд - Младеновац","Биса Симић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","17","8","0","0","0","1","0","0","25","14","0","0","0","1","0","0","23","9","0","0","0","1","0","0","20","11","0","0","0","1","0","0","22","7","0","0","0","1","0","0","19","9","0","0","0","1","0","0","12","5","0","0","0","1","0","0","21","8","0","0","0"
"77.","78","Државно","Град Београд","Београд - Младеновац","Живомир Савковић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","37","15","2","0","0","2","1","0","23","11","0","0","0","3","0","0","40","20","0","1","0","3","1","0","32","15","2","0","0","2","0","0","34","16","2","0","0","2","0","0","35","19","1","0","0","2","0","0","33","17","0","1","0","2","0","0","49","28","0","0","0"
"78.","79","Државно","Град Београд","Београд - Младеновац","Милица Милошевић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","28","10","0","0","0","2","0","0","26","13","0","0","0","2","0","0","20","11","0","0","0","2","0","0","25","10","0","1","0","2","0","0","36","18","0","0","0","1","0","0","26","12","0","2","0","2","0","0","37","17","0","0","0","1","0","0","30","16","0","0","0"
"79.","80","Државно","Град Београд","Београд - Младеновац","Момчило Живојиновић","Основно редовно образовање","Основно образовање","8","Српски језик","8","2","0","148","71","2","0","0","11","2","1","210","108","3","1","0","10","2","0","186","105","6","3","0","10","3","1","175","84","2","2","0","9","1","1","179","93","1","3","0","8","0","0","184","94","2","0","0","9","1","1","183","79","1","5","0","9","1","1","170","80","5","1","0"
"80.","80","Државно","Град Београд","Београд - Младеновац","Момчило Живојиновић","Основно редовно образовање","Основно образовање у школи за образовање ученика са сметњама у развоју","8","Српски језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
